X630.pos;154.0434863;0.8;Unknown;Clownfish;18.53868428;NO
X678.pos;127.0328965;0.8;Unknown;Clownfish;48.39721378;NO
X1262.pos;155.1064164;0.81;Unknown;all fish;847.3611094;NO
X1026.pos;114.0910314;0.82;Unknown;all fish;2815.45038;NO
X706.pos;101.0792623;0.83;Unknown;all fish;728.0997677;NO
X897.pos;272.2232516;0.9;Unknown;all fish;30.93102458;NO
X530.pos;266.1028753;1;Unknown;all fish;57.95780556;NO
X160.pos;138.0554833;1.01;Unknown;all fish;2009.19722;YES
X181.pos;214.0869885;1.01;Unknown;all fish;127.2126377;YES
X1183.pos;134.0635419;1.02;Unknown;all fish;144.6203431;NO
X1284.pos;198.1863218;1.02;Unknown;all fish;71.7244002;NO
X1336.pos;150.0555514;1.02;Unknown;all fish;63.31109942;NO
X212.pos;260.1284108;1.02;Unknown;all fish;118.0310692;YES
X984.pos;248.0923567;1.02;Unknown;all fish;50.73564609;NO
X1033.pos;166.0866054;1.03;Unknown;all fish;240.4341251;YES
X1077.pos;255.1095994;1.03;Unknown;all fish;25.33564694;NO
X1178.pos;181.035545;1.03;Unknown;all fish;10.38665151;NO
X1267.pos;226.1810753;1.03;Unknown;all fish;359.5071878;YES
X999.pos;114.0911262;1.03;Unknown;all fish;1664.185057;YES
X220.pos;173.0815763;1.04;Unknown;all fish;27.24917959;NO
X422.pos;336.2262321;1.04;Unknown;all fish;5.24120379;NO
X450.pos;317.2124641;1.04;Unknown;all fish;14.65043897;NO
X802.pos;415.2328081;1.04;Unknown;all fish;33.55909313;YES
X1273.pos;198.1489465;1.05;Unknown;all fish;51.02271937;NO
X533.pos;225.0624182;1.05;Unknown;all fish;334.9455373;YES
X307.pos;169.0497084;1.06;Unknown;Clownfish;10.66065377;NO
X501.pos;197.0451207;1.06;Unknown;Clownfish;218.4044124;NO
X1034.pos;268.1038409;1.07;Unknown;Clownfish;17.55601241;NO
X935.pos;159.1130968;1.07;Unknown;all fish;12.48029586;NO
X1027.pos;283.1757802;1.1;Unknown;all fish;393.7986922;YES
X562.pos;97.03979416;1.11;Unknown;all fish;458.1534026;YES
X978.pos;344.2286694;1.11;Unknown;all fish;529.2266884;YES
X1075.pos;432.2804485;1.12;Unknown;all fish;355.2770596;YES
X1155.pos;212.0931517;1.12;Unknown;all fish;37.73622121;NO
X1356.pos;170.1180819;1.12;Unknown;all fish;66.98127863;NO
X1382.pos;142.122927;1.12;Unknown;all fish;106.5104567;NO
X396.pos;125.0960088;1.12;Unknown;all fish;536.3380026;NO
X815.pos;364.0966744;1.12;Unknown;Clownfish;5.598139936;NO
X981.pos;388.2543061;1.12;Unknown;all fish;463.7557639;YES
X1337.pos;476.3067173;1.13;Unknown;all fish;255.4024242;NO
X927.pos;177.1029821;1.13;Unknown;all fish;46.04863423;NO
X224.pos;269.1071969;1.14;Unknown;all fish;15.80964481;NO
X975.pos;478.1606994;1.14;Unknown;Clownfish;23.04571159;NO
X902.pos;213.1237136;1.15;Unknown;all fish;120.8227935;NO
X378.pos;188.0719423;1.16;Unknown;all fish;37819.53198;YES
X411.pos;144.0805857;1.16;Unknown;all fish;138.1023093;YES
X470.pos;216.0888835;1.16;Unknown;all fish;38.0958218;NO
X1166.pos;79.0204377;1.19;Unknown;all fish;61.89621613;YES
X1065.pos;174.1122259;1.2;Unknown;all fish;139.6265068;NO
X519.pos;183.0777466;1.2;Unknown;all fish;52.05036789;NO
X890.pos;209.0931714;1.21;Unknown;all fish;22.12144164;NO
X1130.pos;156.0407103;1.22;Unknown;Clownfish;17.85902259;NO
X1409.pos;326.2112467;1.22;Unknown;all fish;14.24898893;NO
X285.pos;241.1186106;1.22;Unknown;all fish;20.1014531;NO
X1004.pos;231.073496;1.23;Unknown;all fish;32.87712915;NO
X1139.pos;257.1136469;1.23;Unknown;all fish;19.82703913;NO
X329.pos;223.1085358;1.23;Unknown;all fish;10.57774741;NO
X911.pos;93.04447642;1.23;Unknown;all fish;2372.273576;YES
X929.pos;121.0400962;1.23;Unknown;all fish;20849.61278;YES
X957.pos;139.0502375;1.23;Unknown;all fish;1093.270255;YES
X1184.pos;304.3008047;1.24;Unknown;Clownfish;58.58795709;NO
